Job_Title,Experience_Level,Employment_Type,Work_Models,Work_Year,Employee_Residence,Salary, Salary_Currency ,Company_Location,Company_Size,Salary_Range,Per_Year_Pakage
ML Engineer,Senior-level,Full-time,On-site,2023,United States,331640, USD ,United States,Medium,High,3979680
Deep Learning Engineer,Senior-level,Full-time,On-site,2023,United States,331640, USD ,United States,Medium,High,3979680
Data Engineer,Senior-level,Full-time,On-site,2023,United States,331640, USD ,United States,Medium,High,3979680
Data Engineer,Senior-level,Full-time,On-site,2023,United States,333500, USD ,United States,Medium,High,4002000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,333500, USD ,United States,Medium,High,4002000
Data Engineer,Executive-level,Full-time,On-site,2023,United States,333500, USD ,United States,Medium,High,4002000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,336300, USD ,United States,Medium,High,4035600
Director of Data Science,Executive-level,Full-time,On-site,2023,United States,336400, USD ,United States,Medium,High,4036800
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,340000, USD ,United States,Medium,High,4080000
Research Scientist,Mid-level,Full-time,Remote,2023,United States,340000, USD ,United States,Medium,High,4080000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,342300, USD ,United States,Large,High,4107600
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,342810, USD ,United States,Medium,High,4113720
Research Scientist,Senior-level,Full-time,On-site,2023,United States,345000, USD ,United States,Medium,High,4140000
Data Architect,Senior-level,Full-time,On-site,2022,United States,345600, USD ,United States,Medium,High,4147200
Research Engineer,Entry-level,Full-time,On-site,2023,United States,350000, USD ,United States,Medium,High,4200000
Data Engineer,Executive-level,Full-time,Remote,2023,United States,350000, USD ,United States,Medium,High,4200000
AI Engineer,Senior-level,Full-time,On-site,2023,United States,350000, USD ,United States,Medium,High,4200000
Data Lead,Senior-level,Full-time,On-site,2023,United States,350000, USD ,United States,Medium,High,4200000
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,350000, USD ,United States,Large,High,4200000
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,350000, GBP ,United Kingdom,Medium,High,4200000
Data Scientist,Senior-level,Full-time,Remote,2022,United States,350000, USD ,United States,Medium,High,4200000
Data Analyst,Mid-level,Full-time,On-site,2022,United Kingdom,350000, GBP ,United Kingdom,Medium,High,4200000
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,351000, USD ,United States,Medium,High,4212000
Director of Data Science,Executive-level,Full-time,On-site,2023,United States,353200, USD ,United States,Medium,High,4238400
Data Architect,Senior-level,Full-time,Remote,2023,United States,354200, USD ,United States,Medium,High,4250400
ML Engineer,Senior-level,Full-time,On-site,2024,United States,357900, USD ,United States,Medium,High,4294800
Data Scientist,Senior-level,Full-time,On-site,2023,United States,359170, USD ,United States,Medium,High,4310040
AI Engineer,Senior-level,Full-time,On-site,2023,United States,360000, USD ,United States,Medium,High,4320000
BI Analyst,Senior-level,Full-time,Remote,2023,Turkey,360000, TRY ,Turkey,Large,High,4320000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,365630, USD ,United States,Medium,High,4387560
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,370000, USD ,United States,Medium,High,4440000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,370000, USD ,United States,Medium,High,4440000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,370000, USD ,United States,Medium,High,4440000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,370000, USD ,United States,Medium,High,4440000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,370000, USD ,United States,Medium,High,4440000
AI Engineer,Senior-level,Full-time,On-site,2023,United States,372000, USD ,United States,Medium,High,4464000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,374000, USD ,United States,Medium,High,4488000
Machine Learning Software Engineer,Senior-level,Full-time,Remote,2022,United States,375000, USD ,United States,Medium,High,4500000
Data Science Tech Lead,Senior-level,Full-time,Hybrid,2022,United States,375000, USD ,United States,Large,High,4500000
Director of Data Science,Executive-level,Full-time,Remote,2023,United States,375500, USD ,United States,Medium,High,4506000
Data Architect,Senior-level,Full-time,Remote,2023,United States,376080, USD ,United States,Medium,High,4512960
Applied Data Scientist,Senior-level,Full-time,Remote,2022,United States,380000, USD ,United States,Large,High,4560000
Data Architect,Senior-level,Full-time,On-site,2024,United States,381500, USD ,United States,Medium,High,4578000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,383910, USD ,United States,Medium,High,4606920
Data Engineer,Senior-level,Full-time,On-site,2024,United States,385000, USD ,United States,Medium,High,4620000
Data Scientist,Mid-level,Full-time,On-site,2024,United States,385000, USD ,United States,Medium,High,4620000
Data Engineer,Executive-level,Full-time,On-site,2023,United States,385000, USD ,United States,Medium,High,4620000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,385000, USD ,United States,Medium,High,4620000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,385000, USD ,United States,Medium,High,4620000
Data Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United States,385000, USD ,United States,Medium,High,4620000
ML Engineer,Senior-level,Full-time,Remote,2023,United States,385000, USD ,United States,Medium,High,4620000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,385000, USD ,United States,Medium,High,4620000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,392000, USD ,United States,Medium,High,4704000
Research Scientist,Mid-level,Full-time,On-site,2023,United States,405000, USD ,United States,Large,High,4860000
Data Analytics Lead,Senior-level,Full-time,Remote,2022,United States,405000, USD ,United States,Large,High,4860000
Deep Learning Engineer,Senior-level,Full-time,Remote,2023,Canada,409500, CAD ,Canada,Medium,High,4914000
Data Scientist,Senior-level,Full-time,Remote,2020,United States,412000, USD ,United States,Large,High,4944000
Applied Scientist,Senior-level,Full-time,On-site,2024,United States,414000, USD ,United States,Medium,High,4968000
Principal Data Scientist,Executive-level,Contract,Remote,2021,United States,416000, USD ,United States,Small,High,4992000
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,418000, USD ,United States,Medium,High,5016000
Applied Machine Learning Scientist,Mid-level,Full-time,Hybrid,2021,United States,423000, USD ,United States,Large,High,5076000
Research Engineer,Senior-level,Full-time,On-site,2024,United States,440000, USD ,United States,Medium,High,5280000
Research Engineer,Mid-level,Full-time,On-site,2024,United States,440000, USD ,United States,Medium,High,5280000
Research Scientist,Senior-level,Full-time,On-site,2024,United States,440000, USD ,United States,Medium,High,5280000
Research Engineer,Senior-level,Full-time,On-site,2024,United States,450000, USD ,United States,Medium,High,5400000
Research Scientist,Mid-level,Full-time,On-site,2020,United States,450000, USD ,United States,Medium,High,5400000
Data Engineer,Executive-level,Full-time,On-site,2023,United States,465000, USD ,United States,Medium,High,5580000
Data Scientist,Mid-level,Full-time,On-site,2023,Hong Kong,510000, HKD ,Hong Kong,Large,High,6120000
Machine Learning Software Engineer,Mid-level,Full-time,Hybrid,2023,South Africa,627000, ZAR ,South Africa,Large,High,7524000
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,700000, USD ,United States,Medium,High,8400000
Analytics Engineer,Mid-level,Full-time,Remote,2023,United States,700000, USD ,United States,Medium,High,8400000
Research Engineer,Mid-level,Full-time,On-site,2024,United States,720000, USD ,United States,Medium,High,8640000
Research Scientist,Mid-level,Full-time,On-site,2024,United States,720000, USD ,United States,Medium,High,8640000
Data Engineer,Senior-level,Full-time,On-site,2020,Mexico,720000, MXN ,Mexico,Small,High,8640000
Machine Learning Scientist,Mid-level,Full-time,On-site,2024,United States,750000, USD ,United States,Medium,High,9000000
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,750000, USD ,United States,Medium,High,9000000
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,750000, USD ,United States,Medium,High,9000000
Data Engineer,Mid-level,Full-time,On-site,2023,United States,750000, USD ,United States,Medium,High,9000000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,750000, USD ,United States,Medium,High,9000000
Data Scientist,Senior-level,Full-time,Hybrid,2023,Norway,800000, NOK ,Norway,Small,High,9600000
Data Scientist,Mid-level,Full-time,Hybrid,2023,Thailand,840000, THB ,Thailand,Large,High,10080000
Data Analyst,Mid-level,Full-time,Hybrid,2023,Philippines,866000, PHP ,Philippines,Large,High,10392000
Data Science Consultant,Senior-level,Full-time,Hybrid,2023,Thailand,1000000, THB ,Thailand,Medium,High,12000000
Data Scientist,Executive-level,Full-time,Hybrid,2023,Norway,1050000, NOK ,Norway,Small,High,12600000
Big Data Engineer,Entry-level,Full-time,Remote,2021,India,1200000, INR ,India,Large,High,14400000
Computer Vision Engineer,Mid-level,Full-time,Remote,2022,India,1250000, INR ,India,Medium,High,15000000
Data Analyst,Mid-level,Full-time,Hybrid,2021,India,1250000, INR ,India,Large,High,15000000
Data Scientist,Mid-level,Full-time,Remote,2021,India,1250000, INR ,India,Small,High,15000000
Data Analyst,Senior-level,Full-time,Remote,2023,India,1300000, INR ,India,Small,High,15600000
AI Scientist,Entry-level,Full-time,Remote,2021,India,1335000, INR ,India,Small,High,16020000
Product Data Analyst,Mid-level,Full-time,Remote,2023,India,1350000, INR ,India,Large,High,16200000
Data Engineer,Entry-level,Full-time,Remote,2023,India,1400000, INR ,India,Large,High,16800000
Data Scientist,Mid-level,Full-time,Remote,2023,India,1400000, INR ,India,Large,High,16800000
Business Data Analyst,Mid-level,Full-time,Remote,2022,India,1400000, INR ,India,Medium,High,16800000
Data Scientist,Entry-level,Full-time,Remote,2022,India,1400000, INR ,India,Medium,High,16800000
Data Analytics Lead,Mid-level,Full-time,Hybrid,2023,India,1440000, INR ,Singapore,Medium,High,17280000
Business Data Analyst,Mid-level,Full-time,Hybrid,2022,India,1440000, INR ,India,Large,High,17280000
Lead Data Analyst,Mid-level,Full-time,Remote,2021,India,1450000, INR ,India,Large,High,17400000
Lead Data Analyst,Mid-level,Full-time,Hybrid,2023,India,1500000, INR ,India,Large,High,18000000
AI Scientist,Senior-level,Full-time,On-site,2023,Israel,1500000, ILS ,Israel,Large,High,18000000
Data Engineer,Entry-level,Full-time,Hybrid,2021,India,1600000, INR ,India,Medium,High,19200000
Machine Learning Engineer,Mid-level,Full-time,Hybrid,2022,India,1650000, INR ,India,Large,High,19800000
Big Data Engineer,Mid-level,Full-time,On-site,2021,India,1672000, INR ,India,Large,High,20064000
Data Analyst,Entry-level,Full-time,Hybrid,2023,India,1700000, INR ,India,Large,High,20400000
Applied Data Scientist,Mid-level,Full-time,Remote,2023,India,1700000, INR ,India,Large,High,20400000
Machine Learning Engineer,Senior-level,Full-time,Remote,2021,India,1799997, INR ,India,Large,High,21599964
Data Scientist,Entry-level,Full-time,Hybrid,2022,India,1800000, INR ,India,Medium,High,21600000
Machine Learning Software Engineer,Mid-level,Full-time,Hybrid,2023,India,2000000, INR ,India,Large,High,24000000
AI Research Engineer,Entry-level,Full-time,Remote,2023,India,2000000, INR ,Switzerland,Large,High,24000000
Data Scientist,Entry-level,Full-time,Remote,2021,India,2100000, INR ,India,Medium,High,25200000
Data Scientist,Entry-level,Full-time,Hybrid,2021,India,2200000, INR ,India,Large,High,26400000
Data Engineer,Entry-level,Full-time,Remote,2021,India,2250000, INR ,India,Large,High,27000000
Applied Machine Learning Scientist,Mid-level,Freelance,Remote,2022,India,2400000, INR ,India,Small,High,28800000
Data Scientist,Mid-level,Full-time,Remote,2022,India,2400000, INR ,India,Large,High,28800000
Data Scientist,Mid-level,Full-time,Remote,2022,India,2500000, INR ,United States,Medium,High,30000000
